"ID","ItemType","Name","Script","Level","Race","Female","Class","Faction","Rank","Autocalc","Respawn","Animation","Disposition","Blood","Hair","Head","Persist","Blocked","Strength","Agility","Speed","Endurance","Personality","Intelligence","Willpower","Luck","Gold","Health","SpellPts","Magic"
"telvon llethan","NPC","Telvon Llethan","","10","Dark Elf","No","Smith","Hlaalu","2","No","No","","50","Default (Red)","b_n_dark elf_m_hair_23","b_n_dark elf_m_head_05","No","Yes","79","57","72","61","35","47","37","40","800","124","234","94"
"temis romavel","NPC","Temis Romavel","","9","Dark Elf","No","Warrior","Redoran","1","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_24","b_n_dark elf_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Ten-Tongues_Weerhat","NPC","'Ten-Tongues' Weerhat","","15","Argonian","No","Pawnbroker","","0","No","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair02","b_n_argonian_m_head_03","No","No","59","45","40","54","45","51","61","40","1000","93","219","102"
"tenaru romoren","NPC","Tenaru Romoren","","13","Dark Elf","Yes","Scout","Redoran","3","No","No","","50","Default (Red)","b_n_dark elf_f_hair_04","b_n_dark elf_f_head_07","No","Yes","62","76","83","57","47","53","43","40","0","131","238","106"
"tendren hlervu","NPC","Tendren Hlervu","","4","Dark Elf","No","Noble","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_05","b_n_dark elf_m_head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tendris vedran","NPC","Tendris Vedran","","7","Dark Elf","No","Apothecary Service","Temple","2","No","No","","50","Default (Red)","b_n_dark elf_m_hair_13","b_n_dark elf_m_head_02","No","No","51","58","55","44","40","66","41","40","400","65","194","132"
"tenisi lladri","NPC","Tenisi Lladri","tenisiScript","4","Dark Elf","Yes","Commoner","Hlaalu","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_11","b_n_dark elf_f_head_08","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tens nolar","NPC","Tens Nolar","","19","Dark Elf","No","Warrior","Redoran","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_03","b_n_dark elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tenyeminwe","NPC","Tenyeminwe","tenyeminweFollow","12","High Elf","Yes","Battlemage","Mages Guild","4","No","No","","50","Default (Red)","b_n_high elf_f_hair_02","b_n_high elf_f_head_03","No","Yes","63","52","100","45","47","84","70","40","0","87","230","168"
"terenu uveran","NPC","Terenu Uveran","","6","Dark Elf","Yes","Agent","","0","No","No","","30","Default (Red)","b_n_dark elf_f_hair_05","b_n_dark elf_f_head_06","No","Yes","49","64","60","33","60","46","34","40","0","61","180","92"
"terer helothan","NPC","Terer Helothan","","17","Dark Elf","No","Sorcerer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_21","b_n_dark elf_m_head_11","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tereri irethi","NPC","Tereri Irethi","venimGuardScript","19","Dark Elf","Yes","Crusader","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_04","b_n_dark elf_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"teres arothan","NPC","Teres Arothan","teresArothanScript","7","Dark Elf","No","Healer","","0","No","No","","70","Default (Red)","b_n_dark elf_m_hair_12","b_n_dark elf_m_head_05","No","Yes","48","47","75","44","50","47","59","40","0","64","198","94"
"teril savani","NPC","Teril Savani","","10","Dark Elf","Yes","Apothecary Service","Temple","2","No","No","","50","Default (Red)","b_n_dark elf_f_hair_12","b_n_dark elf_f_head_06","No","Yes","56","63","57","35","55","74","47","40","200","72","201","148"
"teris raledran","NPC","Teris Raledran","teris","8","Dark Elf","No","Trader","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_19","b_n_dark elf_m_head_08","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"termanwe","NPC","Termanwe","","15","High Elf","Yes","Sorcerer","","0","Yes","No","","50","Default (Red)","b_n_high elf_f_hair_04","b_n_high elf_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tern-feather","NPC","Tern-Feather","slaveScript","3","Argonian","Yes","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_f_hair03","b_n_argonian_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"teruise girvayne","NPC","Teruise Girvayne","","3","Dark Elf","Yes","Commoner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_23","b_n_dark elf_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tervur braven","NPC","Tervur Braven","","9","Dark Elf","No","Trader Service","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_06","b_n_dark elf_m_head_10","No","Yes","63","55","61","45","58","53","43","40","400","94","206","106"
"Teryne Hlaalu","NPC","Teryne Hlaalu","","12","Dark Elf","Yes","Thief","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_18","b_n_dark elf_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"teshmus assebiriddan","NPC","Teshmus Assebiriddan","","7","Dark Elf","No","Archer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_21","b_n_dark elf_m_head_10","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tevyn athin","NPC","Tevyn Athin","","15","Dark Elf","No","Barbarian","Redoran","3","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_17","b_n_dark elf_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thadar ertis","NPC","Thadar Ertis","","3","Dark Elf","No","Commoner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_04","b_n_dark elf_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Thaden Ralas","NPC","Thaden Ralas","","11","Dark Elf","No","Agent","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_14","b_n_dark elf_m_head_05","No","Yes","58","77","69","46","60","51","38","40","0","92","219","102"
"thaeril","NPC","Thaeril","Pub_TelMora_Covenant","6","Wood Elf","Yes","Publican","","0","No","No","","50","Default (Red)","b_n_wood elf_f_hair_05","b_n_wood elf_f_head_02","No","Yes","36","64","56","36","61","58","34","40","250","56","170","116"
"Thalestris","NPC","Thalestris","","13","Nord","Yes","Guard","","0","Yes","No","","50","Default (Red)","b_n_nord_f_hair_02","b_n_nord_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Thalurea Thirvayn","NPC","Thalurea Thirvayn","","8","Dark Elf","Yes","Archer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_24","b_n_dark elf_f_head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thanelen velas","NPC","Thanelen Velas","","9","Dark Elf","No","Smith","Camonna Tong","1","No","No","","50","Default (Red)","b_n_dark elf_m_hair_05","b_n_dark elf_m_head_08","No","Yes","76","55","69","60","35","46","36","40","500","116","227","92"
"tharer rotheloth","NPC","Tharer Rotheloth","templeStewards","20","Dark Elf","No","Monk Service","Temple","8","No","No","","50","Default (Red)","b_n_dark elf_m_hair_26","b_n_dark elf_m_head_01","No","Yes","80","98","100","51","41","55","61","40","0","141","290","110"
"tharsten heart-fang","NPC","Tharsten Heart-Fang","nolore","65","Nord","No","Barbarian","Skaal","0","No","No","","50","Default (Red)","B_N_Nord_M_hair08","B_N_Nord_M_Head_13","No","No","100","100","100","100","68","81","91","85","0","650","800","162"
"tharsten heart-fang2","NPC","Tharsten Heart-Fang","heartfanghuntScript","65","Nord","No","Barbarian","Skaal","0","No","No","","50","Default (Red)","B_N_Nord_M_hair08","B_N_Nord_M_Head_13","Yes","No","100","100","100","100","68","81","91","85","0","650","800","162"
"thauraver","NPC","Thauraver","","60","Dark Elf","No","Assassin","","0","Yes","No","","0","Default (Red)","b_n_dark elf_m_hair_26","b_n_dark elf_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thavere vedrano","NPC","Thavere Vedrano","","5","Dark Elf","Yes","Commoner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_22","b_n_dark elf_f_head_09","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thelama indalas","NPC","Thelama Indalas","","8","Dark Elf","Yes","Battlemage","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_22","b_n_dark elf_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Thelama Indaren","NPC","Thelama Indaren","","3","Dark Elf","Yes","Archer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_20","b_n_dark elf_f_head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"theldyn virith","NPC","Theldyn Virith","nolore","14","Dark Elf","No","Scout","Redoran","4","No","No","","50","Default (Red)","b_n_dark elf_m_hair_19","b_n_dark elf_m_head_01","No","Yes","63","79","85","68","38","54","44","40","0","143","254","108"
"Thelsa Dral","NPC","Thelsa Dral","","10","Dark Elf","Yes","Witch","","0","No","No","","20","Default (Red)","b_n_dark elf_f_hair_09","b_n_dark elf_f_head_02","No","No","52","53","72","35","55","54","57","50","0","70","197","300"
"thelvamu sarano","NPC","Thelvamu Sarano","","4","Dark Elf","Yes","Rogue","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_03","b_n_dark elf_f_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thengil","NPC","Thengil","","5","Khajiit","No","Thief","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_m_hair03","B_N_Khajiit_M_Head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"therana","NPC","Therana","BILL_MT_WritTherana","44","Dark Elf","Yes","Mage","Telvanni","7","No","No","","50","Default (Red)","b_n_dark elf_f_hair_07","b_n_dark elf_f_head_05","No","No","83","100","100","56","100","100","100","40","0","300","313","2000"
"therdon","NPC","Therdon","TherdonScript","10","Redguard","No","Commoner","","0","Yes","No","","50","Default (Red)","b_n_redguard_m_hair_02","b_n_redguard_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"therdon2","NPC","Therdon","Therdon2Script","10","Redguard","No","Commoner","","0","Yes","No","","50","Default (Red)","b_n_redguard_m_hair_02","b_n_redguard_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thervam drelas","NPC","Thervam Drelas","","13","Dark Elf","No","Battlemage","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_11","b_n_dark elf_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thervul serethi","NPC","Threvul Serethi","","7","Dark Elf","No","Healer Service","Telvanni","2","No","No","","50","Default (Red)","b_n_dark elf_m_hair_02","b_n_dark elf_m_head_02","No","Yes","48","47","61","44","50","47","59","40","300","64","198","94"
"thetrard phirrienele","NPC","Thetrard Phirrienele","","12","Breton","No","Monk","","0","Yes","No","","50","Default (Red)","b_n_breton_m_hair_03","b_n_breton_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thief dead 00","NPC","Dead Hero","Sound_Flies","30","Khajiit","Yes","Thief","Thieves Guild","5","No","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_f_hair03","b_n_khajiit_f_head_01","Yes","No","94","100","100","68","66","88","64","40","0","0","326","44"
"thief dead 01","NPC","Dead Hero","Sound_Flies","30","Wood Elf","Yes","Thief","Thieves Guild","5","No","No","","50","Default (Red)","b_n_wood elf_f_hair_03","b_n_wood elf_f_head_05","Yes","No","94","100","100","68","66","88","64","40","0","0","326","44"
"thilse aralas","NPC","Thilse Aralas","","7","Dark Elf","Yes","Farmer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_17","b_n_dark elf_f_head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thirsk_build","NPC","Thirsk Worker","ThirskBuilder","1","Nord","No","Commoner","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair00","b_n_nord_m_head_05","Yes","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thirsk_build_2","NPC","Thirsk Worker","ThirskBuilder","1","Nord","No","Commoner","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair02","b_n_nord_m_head_03","Yes","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thirsk_build_3","NPC","Thirsk Worker","ThirskBuilder","1","Nord","Yes","Commoner","","0","Yes","No","","50","Default (Red)","b_n_nord_f_hair_02","b_n_nord_f_head_05","Yes","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tholer saryoni","NPC","Tholer Saryoni","templeStewards","26","Dark Elf","No","Priest","Temple","9","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_26","b_n_dark elf_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thongar","NPC","Thongar","","15","Nord","No","Trader Service","","0","No","No","","50","Default (Red)","b_n_nord_m_hair01","b_n_nord_m_head_01","No","Yes","82","57","60","58","71","52","62","40","1200","140","259","104"
"thorek","NPC","Thorek","","10","Nord","No","Smith","","0","No","No","","50","Default (Red)","b_n_nord_m_hair00","b_n_nord_m_head_01","No","Yes","89","47","62","71","35","37","47","40","1000","134","254","74"
"thormoor gray-wave","NPC","Thormoor Gray-Wave","ThormoorTeleport","20","Nord","No","Shipmaster","","0","No","No","","50","Default (Red)","b_n_nord_m_hair05","B_N_Nord_M_Head_06","Yes","No","69","72","91","61","82","61","61","40","0","141","1","122"
"thormoor_out","NPC","Thormoor Gray-Wave","ThormoorOutside","20","Nord","No","Shipmaster","","0","No","No","","50","Default (Red)","b_n_nord_m_hair05","B_N_Nord_M_Head_06","Yes","No","69","72","91","61","82","61","61","40","0","141","1","122"
"thormoor_thirsk","NPC","Thormoor Gray-Wave","ThormoorThirsk","20","Nord","No","Shipmaster","","0","No","No","","50","Default (Red)","b_n_nord_m_hair05","B_N_Nord_M_Head_06","Yes","No","69","72","91","61","82","61","61","40","0","141","1","122"
"Thoromlallor","NPC","Thoromlallor","","13","Wood Elf","No","Barbarian","Fighters Guild","4","Yes","No","","50","Default (Red)","b_n_wood elf_m_hair_04","b_n_wood elf_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thoronor","NPC","Thoronor","nolore","5","Wood Elf","No","Savant","","0","No","No","","50","Default (Red)","b_n_wood elf_m_hair_01","b_n_wood elf_m_head_03","No","No","56","37","44","43","71","50","44","40","0","70","180","100"
"thoryn samori","NPC","Thoryn Samori","","3","Dark Elf","No","Commoner","Redoran","1","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_06","b_n_dark elf_m_head_12","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thovasi alen","NPC","Thovasi Alen","","14","Dark Elf","Yes","Agent","","0","No","No","","50","Default (Red)","b_n_dark elf_f_hair_21","b_n_dark elf_f_head_06","No","Yes","63","85","75","38","76","54","40","40","0","102","226","108"
"Thraccenia Urgusiso","NPC","Thraccenia Urgusiso","","14","Imperial","Yes","Warrior","","0","Yes","No","","50","Default (Red)","b_n_imperial_f_hair_01","b_n_imperial_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"throknolf the craven","NPC","Throknolf the Craven","","13","Nord","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair02","b_n_nord_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thrud","NPC","Thrud","ThrudScript","25","Nord","No","Barbarian","","0","No","No","","50","Default (Red)","b_n_nord_m_hair01","b_n_nord_m_head_02","No","No","100","83","100","84","44","49","59","40","0","212","326","98"
"thunmund","NPC","Thunmund","","18","Nord","Yes","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_f_hair_04","b_n_nord_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"thurek","NPC","Thurek","","14","Nord","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair01","b_n_nord_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Thurisea Thando","NPC","Thurisea Thando","","2","Dark Elf","Yes","Warrior","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_05","b_n_dark elf_f_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tibdan shalarnetus","NPC","Tibdan Shalarnetus","","9","Dark Elf","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_03","b_n_dark elf_m_head_11","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ticemius conciatius","NPC","Ticemius Conciatius","","12","Imperial","No","Witchhunter","","0","Yes","No","","50","Default (Red)","b_n_imperial_m_hair_00","b_n_imperial_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tidras deltis","NPC","Tidras Deltis","venimGuardScript","19","Dark Elf","No","Crusader","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_06","b_n_dark elf_m_head_03","No","Yes","100","79","70","71","41","60","64","40","0","175","314","120"
"tidros indaram","NPC","Tidros Indaram","","17","Dark Elf","No","Buoyant Armiger","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_06","b_n_dark elf_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tiela","NPC","Tiela","","11","Redguard","Yes","Warrior","","0","Yes","No","","50","Default (Red)","b_n_redguard_f_hair_01","b_n_redguard_f_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Tienius Delitian","NPC","Tienius Delitian","karrodfightstopScript","45","Imperial","No","Guard","Royal Guard","1","No","No","","40","Default (Red)","b_n_imperial_m_hair_02","b_n_imperial_m_head_04","No","No","100","100","100","100","56","75","65","40","0","364","365","150"
"Tilena Thalor","NPC","Tilena Thalor","","7","Dark Elf","Yes","Archer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_02","b_n_dark elf_f_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Tilore Andrethi","NPC","Tilore Andrethi","","14","Dark Elf","Yes","Battlemage","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_12","b_n_dark elf_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tim-jush","NPC","Tim-Jush","slaveScript","3","Argonian","No","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair01","b_n_argonian_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tinaso alan","NPC","Tinaso Alan","","7","Dark Elf","Yes","Mage Service","Telvanni","1","No","No","","50","Default (Red)","b_n_dark elf_f_hair_05","b_n_dark elf_f_head_02","No","Yes","46","45","58","34","48","60","64","40","0","58","189","120"
"tininnus scinia","NPC","Tininnus Scinia","","11","Imperial","No","Warrior","","0","Yes","No","","50","Default (Red)","b_n_imperial_m_hair_02","b_n_imperial_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tinos drothan","NPC","Tinos Drothan","nolore","8","Dark Elf","No","Trader","","0","Yes","No","","40","Default (Red)","b_n_dark elf_m_hair_02","b_n_dark elf_m_head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tinti","NPC","Tinti","nolore","9","Dark Elf","No","Hunter","Ashlanders","3","No","No","","50","Default (Red)","b_n_dark elf_m_hair_22","b_n_dark elf_m_head_10","No","Yes","53","78","79","47","35","46","39","40","0","87","217","92"
"tiram gadar","NPC","Tiram Gadar","","7","Dark Elf","No","Nightblade","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_26","b_n_dark elf_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tiras sadus","NPC","Tiras Sadus","","13","Dark Elf","No","Trader Service","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_03","b_n_dark elf_m_head_02","No","Yes","69","63","67","47","66","59","49","40","799","118","228","118"
"tirasie andalen","NPC","Tirasie Andalen","","6","Dark Elf","Yes","Sorcerer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_05","b_n_dark elf_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tirele aralas","NPC","Tirele Aralas","","3","Dark Elf","Yes","Commoner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_21","b_n_dark elf_f_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tirer belvayn","NPC","Tirer Belvayn","BILL_MT_WritBelvayn","17","Dark Elf","No","Sorcerer","Telvanni","2","No","No","","50","Default (Red)","b_n_dark elf_m_hair_06","b_n_dark elf_m_head_06","No","No","56","58","68","69","44","88","81","40","0","172","264","176"
"tirnur thirano","NPC","Tirnur Thirano","nolore","7","Dark Elf","No","Pilgrim","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_13","b_n_dark elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Tirvel Balen","NPC","Tirvel Balen","ColonyWolfKill","20","Dark Elf","No","Commoner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_19","B_N_Dark Elf_M_Head_17","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tis abalkala","NPC","Tis Abalkala","","9","Dark Elf","No","Archer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_17","b_n_dark elf_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tissamsi asharapli","NPC","Tissamsi Asharapli","","9","Dark Elf","Yes","Mabrigash","","0","No","No","","50","Default (Red)","b_n_dark elf_f_hair_10","b_n_dark elf_f_head_10","No","No","56","47","53","55","38","47","92","40","0","104","250","94"
"tivam sadri","NPC","Tivam Sadri","","14","Dark Elf","No","Priest Service","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_01","b_n_dark elf_m_head_03","No","Yes","100","70","51","72","51","61","86","40","500","222","328","30"
"todd","NPC","Todd's Super Tester Guy","","35","Dark Elf","No","Guard","Blades","9","No","No","","30","Default (Red)","b_n_dark elf_m_hair_01","b_n_dark elf_m_head_01","No","No","100","94","98","100","61","77","57","40","10000","304","351","154"
"todd_khajiit","NPC","Pretty Kitty","","3","Khajiit","Yes","Warlock","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_f_hair03","b_n_khajiit_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"todwendy","NPC","Todwendy","","25","Redguard","Yes","Agent","","0","No","No","","50","Default (Red)","b_n_redguard_f_hair_02","b_n_redguard_f_head_03","No","Yes","83","100","86","64","98","56","49","40","0","169","296","112"
"tolmera relenim","NPC","Tolmera Relenim","","9","Dark Elf","Yes","Enchanter","Hlaalu","1","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_24","b_n_dark elf_f_head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tolvise othralen","NPC","Tolvise Othralen","","3","Dark Elf","Yes","Commoner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_14","b_n_dark elf_f_head_10","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tolvone sarendas","NPC","Tolvone Sarendas","","4","Dark Elf","Yes","Trader","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_04","b_n_dark elf_f_head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tonas telvani","NPC","Tonas Telvani","","4","Dark Elf","Yes","Shipmaster","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_11","b_n_dark elf_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tonasi belas","NPC","Tonasi Belas","","18","Dark Elf","Yes","Warrior","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_07","b_n_dark elf_f_head_10","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tongue_toad","NPC","Tongue-Toad","","7","Argonian","No","Savant Service","Thieves Guild","1","No","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair04","b_n_argonian_m_head_03","No","No","53","36","44","58","44","63","68","40","75","95","215","31"
"Toralf","NPC","Toralf","ColonyToralf","30","Nord","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair05","b_n_nord_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Toralf_b","NPC","Toralf","ColonyNordAttack","30","Nord","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair05","b_n_nord_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"toranu rothalnim","NPC","Toranu Rothalnim","","12","Dark Elf","Yes","Sorcerer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_13","b_n_dark elf_f_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Torasa Aram","NPC","Torasa Aram","MuseumScript","30","Dark Elf","Yes","Noble","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_18","b_n_dark elf_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"toris saren","NPC","Toris Saren","BILL_MT_WritSaren","10","Dark Elf","No","Noble","Redoran","5","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_24","b_n_dark elf_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"torline","NPC","Torline","","18","Redguard","No","Healer","","0","Yes","No","","50","Default (Red)","b_n_redguard_m_hair_03","b_n_redguard_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Torosi Othreloth","NPC","Torosi Othreloth","","11","Dark Elf","Yes","Archer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_07","b_n_dark elf_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tragrim","NPC","Tragrim","Vampire_Aundae","18","High Elf","No","Sorcerer","Clan Aundae","5","Yes","No","","20","Default (Red)","b_n_high elf_m_hair_02","B_V_High Elf_M_Head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"tralan","NPC","Tralan","","7","Redguard","No","Master-at-Arms","Fighters Guild","1","No","No","","50","Default (Red)","b_n_redguard_m_hair_02","b_n_redguard_m_head_05","No","Yes","80","48","51","72","34","35","35","40","0","112","235","70"
"tralas rendas","NPC","Tralas Rendas","","9","Dark Elf","No","Priest","Temple","1","No","No","","50","Default (Red)","b_n_dark elf_m_hair_26","b_n_dark elf_m_head_01","No","No","54","49","63","45","47","51","68","40","0","85","216","102"
"tralayn vavas","NPC","Tralayn Vavas","","6","Dark Elf","No","Noble","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_24","b_n_dark elf_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"traldrisa tervayn","NPC","Traldrisa Tervayn","","9","Dark Elf","Yes","Savant Service","Camonna Tong","1","No","No","","50","Default (Red)","b_n_dark elf_f_hair_20","b_n_dark elf_f_head_05","No","Yes","52","43","64","45","60","67","57","40","150","88","197","33"
"Trasteve","NPC","Trasteve","","9","Redguard","No","Trader Service","","0","Yes","No","","50","Default (Red)","b_n_redguard_m_hair_01","b_n_redguard_m_head_04","No","No","0","0","0","0","0","0","0","0","250","0","0","0"
"travellingnewwoman","NPC","Travelling-New-Woman","","3","Argonian","Yes","Farmer","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_f_hair01","b_n_argonian_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"traven marvos","NPC","Traven Marvos","","9","Dark Elf","No","Rogue","Hlaalu","1","No","No","","50","Default (Red)","b_n_dark elf_m_hair_03","b_n_dark elf_m_head_08","No","No","57","55","82","47","54","46","36","40","0","89","195","92"
