"ID","ItemType","Name","Model","Inventory","Script"
"Ex_vivec_roadmarker_01","Activator","Vivec","x\Ex_Gnisis_roadmarker_01.nif","",""
"ex_vivec_waterfall_01","Activator","","x\Ex_Vivec_waterfall_01.NIF","","Sound_Water_Spout"
"Ex_Vivec_waterfall_03","Activator","","x\Ex_Vivec_waterfall_03.NIF","","Sound_Water_Spout"
"Ex_Vivec_waterfall_05","Activator","","x\Ex_Vivec_waterfall_05.NIF","","Sound_Water_Spout"
"Ex_waterfall_mist_01","Activator","","x\Ex_waterfall_mist_01.NIF","",""
"Ex_waterfall_mist_s_01","Activator","","x\Ex_waterfall_mist_s_01.NIF","",""
"fab_cent_fight_watcher","Activator","","EditorMarker.NIF","","fab_cent_fight_watch"
"fallguy_collision_unique","Activator","","EditorMarker_box_01.NIF","",""
"flora_t_pc_hold_mushroom_01","Activator","","x\Flora_T_mushroom_01.nif","",""
"flora_t_pc_hold_mushroom_01a","Activator","","x\Flora_T_mushroom_01.nif","","Strong3_Construct"
"flora_t_pc_hold_mushroom_01aa","Activator","","x\Flora_T_mushroom_01.nif","","Strong3_Complete"
"flora_t_pc_hold_mushroom_02","Activator","","x\Flora_T_mushroom_02.nif","",""
"flora_t_pc_hold_mushroom_02a","Activator","","x\Flora_T_mushroom_02.nif","","Strong3_Construct"
"flora_t_pc_hold_mushroom_02aa","Activator","","x\Flora_T_mushroom_02.nif","","Strong3_Complete"
"flora_t_pc_hold_podbud_01","Activator","","x\Flora_T_podbud_01.nif","","Strong1_Only"
"flora_t_pc_hold_podbud_02","Activator","","x\Flora_T_podbud_02.nif","","Strong1_Only"
"flora_t_pc_hold_podbud_02_p1com","Activator","","x\Flora_T_podbud_02.nif","","Strong1_Only"
"flora_t_pc_hold_podbud_03","Activator","","x\Flora_T_podbud_03.nif","",""
"flora_t_pc_hold_podbud_03a","Activator","","x\Flora_T_podbud_03.nif","","Strong2_Construct"
"flora_t_pc_hold_podbud_04","Activator","","x\Flora_T_podbud_04.nif","","Strong2_Construct"
"flora_t_pc_hold_podbud_04a","Activator","","x\Flora_T_podbud_04.nif","","Strong2_Construct"
"flora_t_pc_hold_podbud_1_p1comp","Activator","","x\Flora_T_podbud_01.nif","","Strong1_Only"
"flora_t_pc_hold_podbud_2_p1comp","Activator","","x\Flora_T_podbud_02.nif","","Strong1_Only"
"flora_t_pc_hold_podbud_p1_comp","Activator","","x\Flora_T_podbud_01.nif","","Strong1_Only"
"Flora_tree_BM_snow_05_1","Activator","","f\Flora_tree_BM_snow_05.nif","","Colony_E_1_M"
"furn_ashl_chime_01","Activator","","f\Furn_Ashl_Chime_01.NIF","","SignRotate"
"furn_ashl_chime_02","Activator","","f\Furn_Ashl_Chime_02.NIF","","SignRotate"
"furn_ashl_chime_03","Activator","","f\Furn_Ashl_Chime_03.NIF","","SignRotate"
"furn_ashl_chime_04","Activator","","f\Furn_Ashl_Chime_04.NIF","","SignRotate"
"furn_ashl_chime_05","Activator","","f\Furn_Ashl_Chime_05.NIF","","SignRotate"
"furn_ashl_chime_06","Activator","","f\Furn_Ashl_Chime_06.NIF","","SignRotate"
"furn_ashl_chime_07","Activator","","f\Furn_Ashl_Chime_07.NIF","","SignRotate"
"furn_ashl_chime_08","Activator","","f\Furn_Ashl_Chime_08.NIF","","SignRotate"
"furn_banner_councilclub","Activator","Council Club","f\Furn_banner_tavern_01.NIF","","OutsideBanner"
"furn_banner_dagoth_01","Activator","House Dagoth","f\Furn_banner_dagoth_01.NIF","","OutsideBanner"
"furn_banner_hlaalu_01","Activator","House Hlaalu","f\Furn_banner_hlaalu_01.NIF","","OutsideBanner"
"furn_banner_hlaalu_vivec","Activator","House Hlaalu","f\Furn_banner_hlaalu_01.NIF","",""
"furn_banner_tavern_01","Activator","Dunmer Tavern","f\Furn_banner_tavern_01.NIF","","OutsideBanner"
"furn_banner_tavern_a4_01","Activator","Sethans Tradehouse","f\Furn_banner_tavern_01.NIF","","OutsideBanner"
"furn_banner_tavern_aldruhncounc","Activator","Ald-ruhn Council Club","f\Furn_banner_tavern_01.NIF","","OutsideBanner"
"furn_banner_tavern_aldruhnskar","Activator","Ald Skar Inn","f\Furn_banner_tavern_01.NIF","","OutsideBanner"
"furn_banner_tavern_d4_01","Activator","The Covenant","f\Furn_banner_tavern_01.NIF","","OutsideBanner"
"furn_banner_tavern_eightplates","Activator","Eight Plates","f\Furn_banner_tavern_01.NIF","","OutsideBanner"
"furn_banner_tavern_elven","Activator","Elven Nations CornerClub","f\Furn_banner_tavern_01.NIF","",""
"furn_banner_tavern_gnisis","Activator","Madach Tradehouse","f\Furn_banner_tavern_01.NIF","","OutsideBanner"
"furn_banner_tavern_luckylock","Activator","Lucky Lockup","f\Furn_banner_tavern_01.NIF","","OutsideBanner"
"furn_banner_tavern_maar gaan","Activator","Andus Tradehouse","f\Furn_banner_tavern_01.NIF","","OutsideBanner"
"furn_banner_tavern_noname","Activator","No Name Club","f\Furn_banner_tavern_01.NIF","",""
"furn_banner_tavern_sadrithmora","Activator","Fara's Hole in the Wall","f\Furn_banner_tavern_01.NIF","","OutsideBanner"
"furn_banner_tavern_southwall","Activator","South Wall Cornerclub","f\Furn_banner_tavern_01.NIF","","OutsideBanner"
"furn_banner_tavern_suran_01","Activator","Suran Tradehouse","f\Furn_banner_tavern_01.NIF","","OutsideBanner"
"furn_banner_tavern_suran_02","Activator","House of Earthly Delights","f\Furn_banner_tavern_01.NIF","","OutsideBanner"
"furn_banner_tavern_telaruhn","Activator","Pot and Plaster","f\Furn_banner_tavern_01.NIF","","OutsideBanner"
"furn_banner_tavern_V_BSC","Activator","Black Shalk Cornerclub","f\Furn_banner_tavern_in.nif","",""
"furn_banner_tavern_V_ENC","Activator","Elven Nations Cornerclub","f\Furn_banner_tavern_in.nif","",""
"furn_banner_tavern_V_TFOG","Activator","The Flowes of Gold","f\Furn_banner_tavern_in.nif","",""
"furn_banner_tavern_V_TLH","Activator","The Lizard's Head","f\Furn_banner_tavern_in.nif","",""
"furn_banner_temple_01","Activator","Dunmer Temple","f\Furn_banner_temple_01.NIF","","OutsideBanner"
"furn_banner_temple_02","Activator","Dunmer Temple","f\Furn_banner_temple_02.NIF","","OutsideBanner"
"furn_banner_temple_02_interior","Activator","Dunmer Temple","f\Furn_banner_temple_02_in.nif","",""
"furn_banner_temple_03","Activator","Dunmer Temple","f\Furn_banner_temple_03.NIF","","OutsideBanner"
"furn_banner_temple_Delyn","Activator","The Abbey of St. Delyn the Wise","f\Furn_banner_temple_01.NIF","",""
"furn_banner_temple_Delyn_01","Activator","The Abbey of St. Delyn the Wise","f\Furn_banner_temple_01_in.nif","",""
"furn_banner_temple_stolms","Activator","Temple of St. Olms","f\Furn_banner_temple_02.NIF","",""
"furn_banner_temple_V_T","Activator","Telvanni Temple","f\Furn_banner_temple_03_in.nif","",""
"furn_bannerd_alchemy_01","Activator","Dunmer Alchemy","f\Furn_bannerD_alchemy_01.NIF","","OutsideBanner"
"furn_bannerd_alchemy_01_ald_in","Activator","Cienne Sintieve: Alchemist","f\Furn_bannerD_alchemy_in.nif","",""
"furn_bannerd_alchemy_01_bal","Activator","Nalcarya: Alchemist","f\Furn_bannerD_alchemy_01.NIF","","OutsideBanner"
"furn_bannerd_alchemy_d4_01","Activator","Jolda: Apothecary","f\Furn_bannerD_alchemy_01.NIF","","OutsideBanner"
"furn_bannerd_alchemy_hlaalu","Activator","Hlaalu Alchemist","f\Furn_bannerD_alchemy_01.NIF","",""
"furn_bannerd_alchemy_sadrithmor","Activator","Anis Seloth: Alchemist","f\Furn_bannerD_alchemy_01.NIF","","OutsideBanner"
"furn_bannerd_alchemy_suran","Activator","Ibarnadad Assirnarari: Apotheca","f\Furn_bannerD_alchemy_01.NIF","","OutsideBanner"
"furn_bannerd_alchemy_telaruhn","Activator","Bildren Areleth: Apothecary","f\Furn_bannerD_alchemy_01.NIF","","OutsideBanner"
"furn_bannerd_alchemy_V_AD","Activator","Andilu Drothan: Alchemist","f\Furn_bannerD_alchemy_in.nif","",""
"furn_bannerd_alchemy_V_AF","Activator","Aurane Frernis: Apothecary","f\Furn_bannerD_alchemy_in.nif","",""
"furn_bannerd_alchemy_V_EA","Activator","Edryno Arethi: Alchemist","f\Furn_bannerD_alchemy_in.nif","",""
"furn_bannerd_alchemy_V_J","Activator","J'Rasha: Healer","f\Furn_bannerD_alchemy_in.nif","",""
"furn_bannerd_alchemy_V_MG","Activator","Miun-Gei: Enchanter","f\Furn_bannerD_alchemy_in.nif","",""
"furn_bannerd_alchemy_V_RO","Activator","Rolasa Oren: Alchemist","f\Furn_bannerD_alchemy_in.nif","",""
"furn_bannerd_alchemy_V_TA","Activator","Telvanni Apothecary","f\Furn_bannerD_alchemy_in.nif","",""
"furn_bannerd_alchemy_V_TAL","Activator","Telvanni Alchemist","f\Furn_bannerD_alchemy_in.nif","",""
"furn_bannerd_alchemy_V_TM","Activator","Telvanni Mage","f\Furn_bannerD_alchemy_in.nif","",""
"furn_bannerd_alchemy_V_TS","Activator","Telvanni Sorcerer","f\Furn_bannerD_alchemy_in.nif","",""
"furn_bannerd_books_aldruhnbook","Activator","Codus Callonus: Bookseller","f\Furn_de_banner_book_01.NIF","","OutsideBanner"
"furn_bannerd_books_balmorabook","Activator","Dorisa Darvel: Bookseller","f\Furn_de_banner_book_01.NIF","","OutsideBanner"
"furn_bannerd_books_V_JRB","Activator","Jobasha's Rare Books","f\Furn_de_banner_book_in.NIF","",""
"furn_bannerd_books_V_SF","Activator","Simine Fralinie: Bookseller","f\Furn_de_banner_book_in.NIF","",""
"furn_bannerd_clothing_01","Activator","Dunmer Clothing","f\Furn_bannerD_clothing_01.NIF","","OutsideBanner"
"furn_bannerd_clothing_01_ald_in","Activator","Bivale Teneran: Clothier","f\Furn_bannerD_clothing_in.nif","",""
"furn_bannerd_clothing_01_hastie","Activator","Milie Hastien: Fine Clothier","f\Furn_bannerD_clothing_01.NIF","","OutsideBanner"
"furn_bannerd_clothing_d4_01","Activator","Elegnan: Clothier","f\Furn_bannerD_clothing_01.NIF","","OutsideBanner"
"furn_bannerd_clothing_ravirr","Activator","Ra'Virr: Trader","f\Furn_bannerD_clothing_01.NIF","","OutsideBanner"
"furn_bannerd_clothing_suran","Activator","Verara Rendo: Clothier","f\Furn_bannerD_clothing_01.NIF","","OutsideBanner"
"furn_bannerd_clothing_V_AH","Activator","Agrippina Herennia: Clothier","f\Furn_bannerD_clothing_in.nif","",""
"furn_bannerd_clothing_V_TDH","Activator","Tailors and Dyers Hall","f\Furn_bannerD_clothing_in.nif","",""
"furn_bannerd_danger_01","Activator","Danger","f\Furn_bannerD_danger_01.NIF","","OutsideBanner"
"furn_bannerd_ench_vari","Activator","Vari: Enchanter","f\Furn_bannerD_alchemy_in.nif","",""
"furn_bannerd_goods_01","Activator","Dunmer Trader","f\Furn_bannerD_goods_01.NIF","","OutsideBanner"
"furn_bannerd_goods_a4_01","Activator","Fadase Selvayn: Trader","f\Furn_bannerD_goods_01.NIF","","OutsideBanner"
"furn_bannerd_goods_aldruhnbook","Activator","Codus Callonus: Bookseller","f\Furn_bannerD_goods_01.NIF","","OutsideBanner"
"furn_bannerd_goods_aldruhnpawn","Activator","Daynes Redothril: Pawnbroker","f\Furn_bannerD_goods_01.NIF","","OutsideBanner"
"furn_bannerd_goods_aldruhntrade","Activator","Tiras Sadus: General Merch.","f\Furn_bannerD_goods_01.NIF","","OutsideBanner"
"furn_bannerd_goods_balmorabook","Activator","Dorisa Darvel: Bookseller","f\Furn_bannerD_goods_01.NIF","","OutsideBanner"
"furn_bannerd_goods_balmoraoutf","Activator","Clagius Clanler: Outfitter","f\Furn_bannerD_goods_01.NIF","","OutsideBanner"
"furn_bannerd_goods_balmorapawn","Activator","Dralasa Nithryon: Pawnbroker","f\Furn_bannerD_goods_01.NIF","","OutsideBanner"
"furn_bannerd_goods_braven","Activator","Tervur Braven: Trader","f\Furn_bannerD_goods_01.NIF","",""
"furn_bannerd_goods_d4_01","Activator","Berwen: Trader","f\Furn_bannerD_goods_01.NIF","","OutsideBanner"
"furn_bannerd_goods_fererus","Activator","Mevel Fererus: Trader","f\Furn_bannerD_goods_01.NIF","",""
"furn_bannerd_goods_glass","Activator","Glassworker's Hall","f\Furn_bannerD_goods_01.NIF","",""
"furn_bannerd_goods_hlaalu","Activator","Hlaalu General Goods","f\Furn_bannerD_goods_01.NIF","",""
"furn_bannerd_goods_potter","Activator","Potter's Hall","f\Furn_bannerD_goods_01.NIF","",""
"furn_bannerd_goods_suran_01","Activator","Ralds Oril: Trader","f\Furn_bannerD_goods_01.NIF","","OutsideBanner"
"furn_bannerd_goods_suran_02","Activator","Ranosa Gilvayn: Outfitter","f\Furn_bannerD_goods_01.NIF","","OutsideBanner"
"furn_bannerd_goods_telaruhn","Activator","Ferele Athram: Trader","f\Furn_bannerD_goods_01.NIF","","OutsideBanner"
"furn_bannerd_goods_V_BFM","Activator","Brewers and Fishmongers Hall","f\Furn_bannerD_goods_in.nif","",""
"furn_bannerd_goods_V_FLH","Activator","Farmers and Laborers Hall","f\Furn_bannerD_goods_in.nif","",""
"furn_bannerd_goods_V_JRB","Activator","Jobasha's Rare Books","f\Furn_bannerD_goods_01.nif","",""
"furn_bannerd_goods_V_SF","Activator","Simine Fralinie: Bookseller","f\Furn_bannerD_goods_01.NIF","",""
"furn_bannerd_goods_V_TE","Activator","Telvanni Enchanter","f\Furn_bannerD_goods_in.nif","",""
"furn_bannerd_goods_V_TMH","Activator","Tanners and Miners Hall","f\Furn_bannerD_goods_in.nif","",""
"furn_bannerd_trader_ravirr","Activator","Ra'Virr: Trader","f\Furn_bannerD_goods_01.nif","","OutsideBanner"
"furn_bannerd_trader_V_B","Activator","Baissa: Trader","f\Furn_bannerD_goods_in.nif","",""
"furn_bannerd_trader_V_BA","Activator","Balen Andrano: Trader","f\Furn_bannerD_goods_in.nif","",""
"furn_bannerd_trader_V_J","Activator","Jeanne: Trader","f\Furn_bannerD_goods_in.nif","",""
"furn_bannerd_wa_shop_01","Activator","Dunmer Weapons/Armor","f\Furn_bannerD_WA_shop_01.NIF","","OutsideBanner"
"furn_bannerd_wa_shop_a4_01","Activator","Galen Berer: Armorer","f\Furn_bannerD_WA_shop_01.NIF","","OutsideBanner"
"furn_bannerd_wa_shop_aldruhn","Activator","Dandera Selaro: Smith","f\Furn_bannerD_WA_shop_01.NIF","","OutsideBanner"
"furn_bannerd_wa_shop_balmoraraz","Activator","The Razor Hole","f\Furn_bannerD_WA_shop_01.NIF","","OutsideBanner"
"furn_bannerd_wa_shop_d4_01","Activator","Radras: Smith","f\Furn_bannerD_WA_shop_01.NIF","","OutsideBanner"
"furn_bannerd_wa_shop_d4_02","Activator","Smith","f\Furn_bannerD_WA_shop_in.nif","",""
"furn_bannerd_wa_shop_hlaalu","Activator","Hlaalu Weaponsmith","f\Furn_bannerD_WA_shop_01.NIF","",""
"furn_bannerd_wa_shop_meldor","Activator","Meldor: Armorer","f\Furn_bannerD_WA_shop_01.NIF","","OutsideBanner"
"furn_bannerd_wa_shop_suran","Activator","Garothmuk gro-Muzgub: Smith","f\Furn_bannerD_WA_shop_01.NIF","","OutsideBanner"
"furn_bannerd_wa_shop_suran_01","Activator","Garothmuk gro-Muzgub: Smith","f\Furn_bannerD_WA_shop_01.NIF","","OutsideBanner"
"furn_bannerd_wa_shop_telaruhn","Activator","Aryne Telnim: Smith","f\Furn_bannerD_WA_shop_01.NIF","","OutsideBanner"
"furn_bannerd_wa_shop_V_AFT","Activator","Arena Fighter's Training","f\Furn_bannerD_WA_shop_in.nif","",""
"furn_bannerd_wa_shop_V_S","Activator","Savard: Smith","f\Furn_bannerD_WA_shop_in.nif","",""
"furn_bannerd_welcome_01","Activator","Welcome","f\Furn_bannerD_welcome_01.NIF","","OutsideBanner"
"furn_bonecave_pool00","Activator","","f\furn_bonecave_pool00.NIF","",""
"furn_bonecave_spout00","Activator","","f\furn_bonecave_spout00.NIF","",""
"furn_de_banner_book_01","Activator","","f\Furn_de_banner_book_01.NIF","",""
"furn_de_banner_pawn_01","Activator","","f\Furn_de_banner_pawn_01.NIF","",""
"furn_de_banner_pawn_Hlaalu","Activator","Hlaalu Pawnbroker","f\Furn_de_banner_pawn_01.NIF","",""
"furn_de_banner_pawn_suran","Activator","Goldyn Belaram: Pawnbroker","f\Furn_de_banner_pawn_01.NIF","","OutsideBanner"
"furn_de_banner_telvani_01","Activator","","f\Furn_de_banner_telvani_01.NIF","","OutsideBanner"
"Furn_De_Bar_01","Activator","","f\Furn_De_Bar_01.NIF","",""
"furn_de_bar_02","Activator","","f\Furn_De_Bar_02.NIF","",""
"Furn_De_Bar_03","Activator","","f\Furn_De_Bar_03.NIF","",""
"Furn_De_Bar_04","Activator","","f\Furn_De_Bar_04.NIF","",""
"Furn_De_Bar_05","Activator","","f\Furn_De_Bar_05.NIF","",""
"furn_de_bar_06","Activator","","f\furn_de_bar_06.nif","",""
"furn_de_in_banner_telvani_01","Activator","","f\Furn_de_banner_telvani_in.NIF","",""
"furn_dwrv_beltdrive","Activator","","f\furn_dwrv_beltdrive00.nif","","Sound_Machinery"
"furn_dwrv_dynamo","Activator","","f\furn_dwrv_dynamo00.nif","","Sound_Machinery"
"furn_dwrv_fitting40","Activator","","f\furn_dwrv_fitting40.nif","","Sound_Steam"
"furn_dwrv_steam_00","Activator","","f\furn_dwrv_steam_00.nif","","Sound_Machinery"
"furn_dwrv_tranny00","Activator","","f\furn_dwrv_tranny00.nif","","Sound_Machinery"
"furn_forgetful_pool","Activator","Fountain","f\furn_lavacave_pool00.NIF","",""
"Furn_imp_altar_cure_01","Activator","Imperial cult altar","f\Furn_imp_altar_01.nif","","shrineImperial"
"furn_imp_flag_01","Activator","","f\Furn_imp_flag_01.NIF","","OutsideBanner"
"furn_lavacave_pool00","Activator","","f\furn_lavacave_pool00.NIF","",""
"furn_lavacave_pool00_forget","Activator","Pool of Forgetfulness","f\furn_lavacave_pool00.NIF","",""
"furn_lavacave_spout00","Activator","","f\furn_lavacave_spout00.NIF","","Sound_Water_Spout"
"furn_moldcave_pool00","Activator","","f\furn_moldcave_pool00.NIF","",""
"furn_moldcave_spout00","Activator","Water Spout","f\furn_moldcave_spout00.NIF","","Sound_Water_Spout"
"furn_mudcave_pool00","Activator","","f\furn_mudcave_pool00.NIF","",""
"furn_mudcave_spout00","Activator","","f\furn_mudcave_spout00.NIF","",""
"furn_pycave_pool00","Activator","","f\furn_pycave_pool00.NIF","",""
"furn_pycave_spout00","Activator","","f\furn_pycave_spout00.NIF","",""
"furn_redoran_flag_01","Activator","House Redoran","f\Furn_redoran_flag_in.nif","",""
"furn_redoran_flag_01_out","Activator","House Redoran","f\Furn_redoran_flag_01.NIF","","OutsideBanner"
"Furn_shrine_aralor_cure_01","Activator","Shrine of St. Aralor","f\Furn_shrine_aralor_01.NIF","","shrineAralor"
"Furn_shrine_delyn_cure_01","Activator","Shrine of St. Delyn","f\Furn_shrine_delyn_01.NIF","","shrineDelyn"
"Furn_shrine_felms_cure_01","Activator","Shrine of St. Felms","f\Furn_shrine_felms_01.NIF","","shrineFelms"
"Furn_shrine_llothis_cure_01","Activator","Shrine of St. Llothis","f\Furn_shrine_llothis_01.nif","","shrineLlothis"
"Furn_shrine_meris_cure_01","Activator","Shrine of St. Meris","f\Furn_shrine_meris_01.NIF","","shrineMeris"
"Furn_shrine_Nerevar_cure_01","Activator","Shrine of St. Nerevar","f\Furn_shrine_nerevar_01.NIF","","shrineNerevar"
"Furn_shrine_Olms_cure_01","Activator","Shrine of St. Olms","f\Furn_shrine_olms_01.NIF","","shrineOlms"
"Furn_shrine_Rilm_cure_01","Activator","Shrine of St. Rilm","f\Furn_shrine_rilms_01.NIF","","shrineRilm"
"Furn_shrine_Roris_cure_01","Activator","Shrine of St. Roris","f\Furn_shrine_roris_01.NIF","","shrineRoris"
"Furn_shrine_Seryn_cure_01","Activator","Shrine of St. Seryn","f\Furn_shrine_seryn_01.NIF","","shrineSeryn"
"Furn_shrine_Tribunal_cure_01","Activator","Shrine of the Tribunal","f\Furn_shrine_tribunal_01.NIF","","shrineTemple"
"Furn_shrine_Veloth_cure_01","Activator","Shrine of St. Veloth","f\Furn_shrine_veloth_01.NIF","","shrineVeloth"
"Furn_shrine_Vivec_cure_01","Activator","Shrine of Vivec's Fury","f\Furn_shrine_vivec_01.NIF","","shrineVivecFury"
"Furn_shrine_Vivec_cure_02","Activator","Fields of Kummu Shrine","f\Furn_shrine_vivec_01.NIF","","shrineKummu"
"Furn_shrine_Vivec_cure_03","Activator","Ghostgate Shrine","f\Furn_shrine_vivec_01.NIF","","shrineGhostgate"
"furn_sign_arms_01","Activator","Imperial Arms","x\Furn_sign_arms_01.NIF","",""
"furn_sign_arms_uulernil","Activator","Uulernil's Arms","x\Furn_sign_arms_01.NIF","","SignRotate"
"furn_sign_inn_01","Activator","Imperial Tavern","x\Furn_sign_inn_01.NIF","",""
"furn_sign_inn_arrille","Activator","Arrille's Tradehouse","x\Furn_sign_inn_01.NIF","","SignRotate"
"furn_sign_inn_endofworld","Activator","The End of the World","x\Furn_sign_inn_01.NIF","","SignRotate"
"furn_sign_inn_halfway","Activator","Halfway Tavern","x\Furn_sign_inn_01.NIF","","SignRotate"
"furn_sign_inn_muriel","Activator","Dirty Muriel's Cornerclub","x\Furn_sign_inn_01.NIF","","SignRotate"
"furn_torch_0_radius","Activator","","l\light_tikitorch00.NIF","",""
"in_akulakhan00","Activator","Akulakhan","i\in_akulakhan00.NIF","",""
"in_ci_azura_01_active","Activator","","i\In_CI_azura_01.NIF","",""
"in_ci_mummy_01","Activator","","i\In_CI_mummy_01.NIF","",""
"in_ci_mummy_02","Activator","","i\In_CI_mummy_02.NIF","",""
"in_ci_mummy_03","Activator","","i\In_CI_mummy_03.NIF","",""
"in_ci_mummy_04","Activator","","i\In_CI_mummy_04.NIF","",""
"in_ci_mummy_05","Activator","","i\In_CI_mummy_05.NIF","",""
"in_ci_mummy_06","Activator","","i\In_CI_mummy_06.NIF","",""
"in_co_mine_boulder0_2","Activator","","i\in_moldboulder00.nif","","ColonyMineBoulder2"
"in_co_mine_boulder1_2","Activator","","i\in_moldboulder01.nif","","ColonyMineBoulder2"
"in_co_mine_boulder2_2","Activator","","i\in_moldboulder02.nif","","ColonyMineBoulder2"
"in_co_mine_boulder3","Activator","","i\in_moldboulder03.nif","","ColonyMineBoulder1"
"in_co_mine_boulder3_2","Activator","","i\in_moldboulder03.nif","","ColonyMineBoulder2"
"in_co_mine_boulder5","Activator","","i\in_moldboulder05.nif","","ColonyMineBoulder1"
"in_co_mine_boulder5_2","Activator","","i\in_moldboulder05.nif","","ColonyMineBoulder2"
"in_dagoth_bridge00","Activator","Rope Bridge","i\in_dagoth_bridge00.NIF","",""
"in_dagoth_taunt1","Activator","","i\in_dwrv_corr2_00.nif","","DagothTaunt_1"
"in_dagoth_taunt2","Activator","","i\in_dwrv_hall4_02.nif","","DagothTaunt_2"
"in_dagoth_taunt3","Activator","","i\in_dwrv_hall4_01.nif","","DagothTaunt_3"
"in_dagoth_taunt4","Activator","","i\in_dwrv_corr2_00.nif","","DagothTaunt_4"
"in_dagoth_taunt5","Activator","","i\in_dwrv_corr2_04.nif","","DagothTaunt_5"
"in_dagoth_taunt6","Activator","","i\in_dwrv_corr2_01.nif","","DagothTaunt_6"
"in_dagoth_taunt7","Activator","","i\in_dwrv_corr2_04.nif","","DagothTaunt_7"
"in_dwrv_corr2_05","Activator","","i\in_dwrv_corr2_05.nif","",""
"in_dwrv_corr2_06","Activator","","i\in_dwrv_corr2_06.nif","",""
"in_dwrv_corr2_07","Activator","","i\in_dwrv_corr2_07.nif","",""
"in_dwrv_crank_00","Activator","Dwarven Crank","i\in_dwrv_crank00.nif","",""
"in_dwrv_crank_akula00","Activator","Dwarven Crank","i\in_dwrv_crank00.nif","","Akula_innerdoors"
"in_dwrv_crank_akula10","Activator","Dwarven Crank","i\in_dwrv_crank00.nif","","Akula_outerdoors"
"in_dwrv_crank_arkn","Activator","Dwarven Crank","i\in_dwrv_crank00.nif","","Arkn_doors"
"in_dwrv_crank_nchuleft_01","Activator","Dwarven Crank","i\in_dwrv_crank00.nif","","nchuleftingthWrong1"
"in_dwrv_crank_nchuleft_02","Activator","Dwarven Crank","i\in_dwrv_crank00.nif","","nchuleftingthWrong2"
"in_dwrv_crank_nchuleft_03","Activator","Dwarven Crank","i\in_dwrv_crank00.nif","","nchulfetingthRight"
"in_dwrv_obsrv10","Activator","","i\in_dwrv_obsrv10.nif","",""
"in_lava_1024","Activator","","i\In_lava_1024.NIF","","lava"
"In_Lava_1024_01","Activator","","i\In_Lava_1024_01.NIF","","lava"
"in_lava_256","Activator","","i\In_lava_256.NIF","","lava"
"in_lava_256a","Activator","","i\In_lava_256A.NIF","","lava"
"in_lava_512","Activator","","i\In_lava_512.NIF","","lava"
"in_lava_oval","Activator","","i\In_lava_oval.NIF","","lava"
"in_m_sewer_drain_UNI","Activator","Sewer Drain","i\in_m_sewer_drain_01.NIF","","drowned"
"In_moldboulder00_UNI","Activator","","i\in_moldboulder00.nif","","cryptboulderScript"
"In_moldboulder01_UNI","Activator","","i\in_moldboulder00.nif","","cryptboulderScript"
"In_moldrock05_UNI","Activator","","i\in_mold_rock_05.nif","","cryptboulderScript"
"In_moldrock06_UNI","Activator","","i\in_mold_rock_05.nif","","cryptboulderScript"
"In_OM_waterfall","Activator","","i\In_OM_waterfall.NIF","","Sound_Water_Spout"
"In_OM_waterfall_small","Activator","","i\In_OM_waterfall_small.NIF","","Sound_Water_Spout"
"in_sotha_door_broke","Activator","Bashed Door","i\in_sotha_door_broke.NIF","",""
"in_sotha_sil00","Activator","Sotha Sil","i\in_sotha_sil00.NIF","","Sotha_SothaSil"
"in_strong_platform","Activator","","i\in_strong_portal_chamber.NIF","","Sound_Crystal_Ringing"
"in_t_pc_hold_crystal_01","Activator","","i\In_T_crystal_01.NIF","","Strong1_Only"
"in_t_pc_hold_crystal_01_sh1","Activator","","i\In_T_crystal_01.NIF","","Strong1_Construct"
"in_t_pc_hold_crystal_02","Activator","","i\In_T_crystal_02.NIF","",""
"in_t_pc_hold_crystal_02_sh1","Activator","","i\In_T_crystal_02.NIF","","Strong1_Construct"
"in_t_pc_hold_door_small_load_a","Activator","","d\In_T_door_small_load.NIF","","Strong3"
"in_t_pc_hold_jamb_hall_s_a","Activator","","i\In_T_doorjamb_hall_small.nif","","Strong3"
"in_t_pc_holds_plain_hall_plug_a","Activator","","i\In_T_S_plain_hall_plug.NIF","","Strong3_Not"
"in_t_pc_holds_plain_hall_plug_b","Activator","","i\In_T_S_plain_hall_plug.NIF","","Strong2_Only"
"in_t_pc_holds_plain_hall_plug_c","Activator","","i\In_T_S_plain_hall_plug.NIF","","Strong3_Construct"
"in_t_pc_holds_plain_hall_plug_d","Activator","","i\In_T_S_plain_hall_plug.NIF","","Strong3_Not"
"In_Thirsk_archpiece01","Activator","Rubble","i\In_Thirsk_archpiece01.NIF","","ThirskRubble"
"In_Thirsk_archpiece02","Activator","Rubble","i\In_Thirsk_archpiece02.NIF","","ThirskRubble"
"In_Thirsk_beampiece01","Activator","Rubble","i\In_Thirsk_beampiece01.NIF","","ThirskRubble"
"In_Thirsk_beampiece03","Activator","Rubble","i\In_Thirsk_beampiece03.NIF","","ThirskRubble"
"In_Thirsk_columnpiece01","Activator","Rubble","i\In_Thirsk_columnpiece01.NIF","","ThirskRubble"
"In_Thirsk_columnpiece02","Activator","Rubble","i\In_Thirsk_columnpiece02.NIF","","ThirskRubble"
"in_velothi_platform_shishi","Activator","","i\in_velothi_platform_01.NIF","",""
"Inviso_wall","Activator","","EditorMarker_box_01.NIF","",""
